"ID","Pedigree","Comments_merged","Comments_isu_gb","Comments_note"
"PI607525","A665","other_stiff stalk","stiff stalk","ok"
"PI607527","ND300","other_unclassified","unclassified","ok"
"PI608764","B55","other_unclassified","unclassified","ok"
"PI608765","B77","other_unclassified","unclassified","ok"
"PI608766","B79","other_unclassified","unclassified","ok"
"PI608767","B84","other_unclassified","unclassified","ok"
"PI608768","B87","other_unclassified","unclassified","ok"
"PI608774","B75","other_non-stiff stalk","non-stiff stalk","ok"
"PI608777","B85","other_unclassified","unclassified","ok"
"PI608778","B86","other_unclassified","unclassified","ok"
"PI610493","NY5526","other_unclassified","unclassified","ok"
"PI610494","NY6371","other_unclassified","unclassified","ok"
"PI631393","ND291","other_unclassified","unclassified","ok"
"PI631394","ND2000","other_unclassified","unclassified","ok"
"PI631444","T270","other_unclassified","unclassified","ok"
"PI633839","Tx114","other_unclassified","unclassified","ok"
"PI633840","Tx714","other_unclassified","unclassified","ok"
"PI633924","T272","other_unclassified","unclassified","ok"
"PI634206","Mo48","other_unclassified","unclassified","ok"
"PI634207","Mo49","other_unclassified","unclassified","ok"
"PI638549","N551","other_unclassified","unclassified","ok"
"PI638550","N552","other_unclassified","unclassified","ok"
"PI638551","DE3","other_non-stiff stalk","non-stiff stalk","ok"
"PI638594","T175","other_unclassified","unclassified","ok"
"PI639111","Oh605","other_unclassified","unclassified","ok"
"PI639931","TZSTRI107","other_tropical","tropical","ok"
"PI639936","TZSTRI112","other_tropical","tropical","ok"
"PI639937","TZSTRI113","other_tropical","tropical","ok"
"PI639938","TZSTRI114","other_tropical","tropical","ok"
"PI641068","TZEI 8","other_tropical","tropical","ok"
"PI641070","TZEI 10","other_tropical","tropical","ok"
"PI641071","TZEI 11","other_tropical","tropical","ok"
"PI641072","TZEI 12","other_tropical","tropical","ok"
"PI641226","Hi44","other_unclassified","unclassified","ok"
"PI641229","Hi47","other_unclassified","unclassified","ok"
"PI641238","Hi56","other_unclassified","unclassified","ok"
"PI641242","Hi60","other_unclassified","unclassified","ok"
"PI641243","Hi61","other_unclassified","unclassified","ok"
"PI641249","Hi67","other_unclassified","unclassified","ok"
"PI641253","TZEEI 3","other_tropical","tropical","ok"
"PI641254","TZEEI 4","other_tropical","tropical","ok"
"PI641256","TZEEI 6","other_tropical","tropical","ok"
"PI644101","LH1","other_stiff stalk","stiff stalk","ok"
"PI648423","58611 Inbred A632","other_stiff stalk","stiff stalk","ok"
"PI648424","58609 A632 (Meth) Bc5S4","other_stiff stalk","stiff stalk","ok"
"PI648425","58610 A632 (Meth) Bc5S4","other_stiff stalk","stiff stalk","ok"
"PI648426","58612 Inbred B73","other_stiff stalk","stiff stalk","ok"
"PI648427","58613 B73 (Meth) Bc5S4","other_stiff stalk","stiff stalk","ok"
"PI648428","58614 B73 (Meth) Bc5S4","other_unclassified","unclassified","ok"
"PI648429","58615 B73 (Meth) Bc5S4","other_stiff stalk","stiff stalk","ok"
"PI648430","58801 Inbred Mo17","other_non-stiff stalk","non-stiff stalk","ok"
"PI648432","58803 Mo17 (Meth) BcS3","other_non-stiff stalk","non-stiff stalk","ok"
"PI654048","TZAR101","other_tropical","tropical","ok"
